,name,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,weekly_discount,monthly_discount,security_deposit_perc,cleaning_fee_perc,guests_included,extra_people_perc,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
9627,MBH21-Baulkham Hills Brand New 4 Bedrooms House,100%,f,31,31,f,-33.72753,150.97003999999998,f,House,Entire home/apt,7,2.5,4.0,4.0,Real Bed,,,,444.0,111.0,4,8,2,1125,2,2,1125,1125,2.0,1125.0,16,33,59,121,5,5,92.0,9.0,10.0,10.0,10.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,28,28,0,0,1.85,$180.00
7370,Two Bedroom Apartment in Elizabeth Bay/Potts Point,100%,f,15,15,f,-33.8739,151.22592,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,227.0,75.0,3,9,2,365,2,5,365,365,2.2,365.0,19,34,49,137,13,13,91.0,10.0,9.0,10.0,10.0,10.0,9.0,f,t,f,moderate,f,f,13,13,0,0,1.76,$220.00
5309,Spacious Bondi Beach Retreat,,t,1,1,t,-33.88682,151.27884,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,12.08791209,31.62393162,513.0,36.0,1,0,3,14,3,3,14,14,3.0,14.0,29,59,89,90,40,8,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,1.14,$195.00
2150,Large Split Level Apartment - Views+Parking+Pool,89%,f,1,1,f,-33.88705,151.20559,t,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,,,,0.0,32.0,1,0,2,40,2,2,40,40,2.0,40.0,4,31,42,126,27,8,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.88,$205.00
8342,STUNNING SYDNEY HOME 5,100%,f,9,9,f,-33.85835,151.20295,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,151.0,72.0,2,0,1,180,1,5,180,180,1.2,180.0,28,58,88,233,6,6,90.0,9.0,9.0,10.0,10.0,10.0,8.0,f,t,f,strict_14_with_grace_period,f,f,11,11,0,0,1.41,$166.00
5202,3 Bedroom House Lilyfield ,,f,1,1,f,-33.8703,151.16496999999998,t,House,Entire home/apt,5,1.0,3.0,5.0,Real Bed,,,,125.0,19.0,1,0,10,28,10,10,28,28,10.0,28.0,0,0,0,0,16,0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.29,$401.00
2213,Renovated heritage terrace in unbeatable location,100%,f,279,279,t,-33.87192,151.19346000000002,f,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,,,,190.0,94.0,4,24,3,1125,2,7,1125,1125,3.0,1125.0,18,42,72,347,2,2,90.0,9.0,7.0,10.0,10.0,10.0,8.0,f,t,f,strict_14_with_grace_period,f,f,197,197,0,0,1.0,$210.00
2996,Deluxe suite in Circular Quay,90%,t,1,1,t,-33.86261,151.21138,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,5.0,2,10,2,1125,2,2,1125,1125,2.0,1125.0,28,56,86,173,106,46,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,3.42,$305.00
6858,Sun-filled townhouse with private side yard,100%,f,1,1,f,-33.93275,151.23617,t,Apartment,Entire home/apt,4,2.5,2.0,3.0,Real Bed,,,,,61.0,2,6,4,30,4,4,30,30,4.0,30.0,15,20,20,20,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.62,$122.00
4450,Brand new APT in Darling Harbour,100%,t,5,5,f,-33.87917,151.20309,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,312.0,69.0,2,6,1,1125,1,1,1125,1125,1.0,1125.0,13,43,66,66,2,2,80.0,9.0,10.0,8.0,9.0,10.0,7.0,f,t,f,flexible,f,f,3,3,0,0,2.0,$160.00
601,3 Bedroom house Coogee best ocean views,100%,f,13,13,t,-33.92688,151.25943,t,House,Entire home/apt,8,1.0,3.0,4.0,Real Bed,,,,80.0,33.0,3,6,2,60,2,2,60,60,2.0,60.0,20,46,74,159,16,3,81.0,8.0,8.0,9.0,9.0,10.0,8.0,f,t,f,strict_14_with_grace_period,f,f,3,3,0,0,0.65,$749.00
5506, National Park and River Magic,,f,1,1,f,-33.98016,150.99317,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,14.62720546,40.23904382,,,1,60,3,30,3,3,30,30,3.0,30.0,30,60,90,365,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$251.00
8771,Manly Beach Hub - Secure Parking & Wifi included,100%,f,25,25,t,-33.79613,151.28576,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,270.0,81.0,2,27,2,1125,2,2,1125,1125,2.0,1125.0,22,52,82,154,27,27,95.0,9.0,10.0,10.0,10.0,10.0,9.0,f,t,f,moderate,f,f,15,10,5,0,2.68,$111.00
2252,Superb City Apt in Heart of The Chatswood,96%,f,4,4,f,-33.79688,151.17768999999998,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,217.0,108.0,2,14,5,360,5,5,360,360,5.0,360.0,0,24,54,145,2,2,70.0,10.0,6.0,10.0,10.0,10.0,7.0,f,t,f,strict_14_with_grace_period,f,f,4,4,0,0,0.56,$138.00
6101,Beautiful modern home in Gymea,100%,t,1,1,f,-34.042390000000005,151.08876,t,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,,,,0.0,60.0,6,8,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,1,33,32,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,2.67,$249.00
3541,Large room in delightful townhouse,,f,1,1,t,-33.883590000000005,151.23101,t,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,moderate,f,f,1,0,1,0,,$81.00
1044,Large room convenient for going to Macquarie Uni,100%,f,4,4,f,-33.788109999999996,151.07969,f,House,Private room,3,1.5,1.0,2.0,Real Bed,,,,517.0,86.0,2,86,1,1125,1,1,1125,1125,1.0,1125.0,27,57,87,362,12,0,82.0,9.0,9.0,9.0,10.0,9.0,8.0,f,f,f,strict_14_with_grace_period,f,f,4,0,4,0,0.25,$58.00
1557,Gorgeous 1 BDR Apartment - 5 min walk to beach,100%,f,1,1,f,-33.98101,151.24628,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,505.0,51.0,1,0,6,1125,6,6,1125,1125,6.0,1125.0,0,0,0,0,1,1,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,0.61,$99.00
3522,See Sydney Harbour Bridge from Attic Room in Rocks,100%,t,4,4,f,-33.85714,151.20469,t,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,107.0,32.0,1,0,1,14,1,1,14,14,1.0,14.0,7,35,54,291,174,60,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,4,0,4,0,5.37,$140.00
9491,One bedroom Waterloo aptment 4kms from Sydney CBD,100%,f,1,1,f,-33.90217,151.21276,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,27.0,1,0,7,50,7,7,50,50,7.0,50.0,5,5,5,5,2,2,100.0,10.0,10.0,10.0,10.0,9.0,8.0,f,f,f,flexible,f,f,1,1,0,0,0.36,$125.00
180,Harbourfront Flat near Manly Wharf and Beach,90%,t,3,3,f,-33.79834,151.27924,t,Apartment,Entire home/apt,7,2.0,3.0,3.0,Real Bed,,,,68.0,55.0,5,2,2,1125,2,2,1125,1125,2.0,1125.0,3,15,28,205,95,32,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,2,2,0,0,2.39,$439.00
1699,Walk to Sydney & all it's Attractions,100%,f,2,2,t,-33.8726,151.22221000000002,f,Townhouse,Entire home/apt,2,1.5,1.0,1.0,Real Bed,,,,0.0,34.0,1,22,2,1125,2,3,1125,1125,2.3,1125.0,0,0,0,0,80,23,94.0,10.0,10.0,10.0,10.0,9.0,9.0,f,t,f,moderate,f,f,2,2,0,0,2.84,$89.00
1379,Sunrise Ocean Beachfront Unit with Swimming Pool,,f,1,1,t,-33.71399,151.30021000000002,t,Apartment,Entire home/apt,4,1.5,2.0,3.0,Real Bed,,,,150.0,40.0,1,0,6,14,6,6,14,14,6.0,14.0,0,0,0,0,6,1,100.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.2,$200.00
7034,Centenary Park Apartment A204,94%,f,13,13,f,-33.86185,151.06212,t,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,,,,182.0,227.0,2,9,1,1125,1,1,1125,1125,1.0,1125.0,13,43,68,334,10,8,72.0,8.0,6.0,7.0,8.0,9.0,8.0,f,t,f,strict_14_with_grace_period,t,t,9,9,0,0,0.78,$110.00
9356,Spacious house in garden oasis in vibrant Newtown,,f,1,1,t,-33.90567,151.17665,t,House,Entire home/apt,10,2.0,3.0,7.0,Real Bed,,,,,,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,3,0,80.0,8.0,6.0,10.0,10.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.12,$500.00
618,2 Bedroom -guest parking.,,f,1,1,f,-33.777879999999996,151.28435,f,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,13.41991342,,,101.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$99.00
4002,Chilled out Beach Life with a convenience,,f,2,2,t,-33.92406,151.25201,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,492.0,164.0,1,33,10,42,10,10,42,42,10.0,42.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,,$61.00
9689,Twin room close to Sydney airport & city,90%,t,4,4,t,-33.90979,151.20415,f,House,Private room,2,4.0,1.0,2.0,Real Bed,,,,169.0,0.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,4,4,4,224,2,1,90.0,9.0,8.0,10.0,9.0,10.0,8.0,f,f,f,moderate,f,f,4,0,4,0,0.1,$89.00
1600,Amazing 2-bedroom apartment,100%,f,2,2,f,-33.8922,151.23129,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,0.0,28.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,15,45,50,50,17,3,91.0,10.0,10.0,10.0,9.0,9.0,9.0,f,t,f,moderate,f,f,2,2,0,0,0.4,$160.00
8737,Quaint little apartment,,f,1,1,f,-33.92403,151.19338,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,82.0,1,66,4,14,4,4,14,14,4.0,14.0,0,0,0,0,0,0,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,,$61.00
1615,The perfect apartment in trendy Surry Hills!,100%,f,1,1,t,-33.89403,151.21597,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,160.0,56.0,2,80,6,30,6,6,30,30,6.0,30.0,5,5,5,5,3,0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,f,f,f,moderate,f,f,1,1,0,0,0.12,$125.00
5709,Beautiful Room / Apartment near Bondi Beach,,f,1,1,f,-33.87996,151.26168,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,5,14,5,5,14,14,5.0,14.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$85.00
6410,!MODERN CBD APARTMENT 5 MINS WALK TO CENTRAL STN,100%,f,17,17,f,-33.88022,151.20449,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,403.0,73.0,2,20,3,1125,3,3,1125,1125,3.0,1125.0,0,20,50,136,82,29,94.0,10.0,9.0,9.0,9.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,15,15,0,0,2.49,$124.00
3660,Family-friendly home with courtyard,100%,f,1,1,f,-33.943509999999996,151.19758000000002,f,Townhouse,Entire home/apt,5,2.5,3.0,5.0,Real Bed,,,,0.0,72.0,5,12,3,31,3,3,31,31,3.0,31.0,0,0,0,8,12,4,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.3,$125.00
7249,"Bright, airy Paddington townhouse",,f,1,1,f,-33.88482,151.21941999999999,t,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,2,6,2,2,6,6,2.0,6.0,0,0,0,0,0,0,,,,,,,,f,t,f,flexible,f,f,1,0,1,0,,$150.00
6187,Big 2 Bedroom / 2 Bath Bondi Apartment with Garage,100%,t,2,2,t,-33.89585,151.25949,t,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,,,,201.0,40.0,4,20,3,90,3,3,90,90,3.0,90.0,0,11,34,204,31,13,94.0,9.0,9.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,2,2,0,0,1.55,$249.00
9554,THE PRINCETON-L'ABODE ACCOMMODATION.,98%,f,206,206,t,-33.968,151.25242,t,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,,,,94.0,85.0,1,0,4,1125,4,7,1125,1125,4.2,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,172,172,0,0,0.06,$530.00
7109,Modern 1 bdrm Bondi Beach Ocean views,,f,1,1,t,-33.88912,151.27047,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,54.10212278,53.145917000000004,201.0,40.0,2,12,14,1125,14,14,1125,1125,14.0,1125.0,0,0,0,0,4,0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.08,$249.00
6562,"Nice Bedroom & own bathroom, free Gym/Pool/Sauna",,f,2,2,t,-33.89918,151.21272,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,235.0,0.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,2,0,2,0,,$85.00
4885,Cronulla Oasis,,f,1,1,f,-34.052040000000005,151.14643999999998,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,3,21,3,3,21,21,3.0,21.0,0,0,0,0,3,3,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,0.35,$125.00
4828,convenience location to train station,100%,t,2,2,t,-33.76178,150.86523,f,Guesthouse,Entire home/apt,5,1.0,3.0,3.0,Real Bed,,,,167.0,67.0,2,21,2,365,2,2,365,365,2.0,365.0,13,37,66,334,43,23,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,f,moderate,f,f,2,2,0,0,1.82,$120.00
9017,Bondi Beach pad,,f,1,1,f,-33.88771,151.27018,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,,,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,8.0,10.0,8.0,f,f,f,flexible,f,f,1,1,0,0,0.02,$200.00
1918,2 bdr Apt - Bondi Beach Oasis!,,f,1,1,t,-33.89605,151.27135,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,76.19047619,,,,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.02,$450.00
8591,FUNKY DUPLEX APT - HEART OF MOSMAN!,90%,t,1,1,t,-33.82677,151.24348999999998,f,Bungalow,Private room,2,1.5,1.0,1.0,Real Bed,,,,,39.0,2,66,1,1125,1,1,1125,1125,1.0,1125.0,17,47,57,292,73,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,1.68,$76.00
5502,Luxury modern studio apartment with great views,,f,2,2,t,-33.88413,151.19967,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,510.0,102.0,2,20,15,20,15,15,20,20,15.0,20.0,0,0,0,0,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,2,2,0,0,,$98.00
7310,Private room next to the beach,,f,1,1,t,-33.79807,151.27924,t,Apartment,Private room,1,1.0,1.0,,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$61.00
2054,Sunny apartment with harbour bridge views,,f,1,1,f,-33.83399,151.23818,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,667.0,53.0,1,0,13,30,13,13,30,30,13.0,30.0,23,24,30,30,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$75.00
7470,Private room in the heart of Bondi Beach,,f,1,1,t,-33.888870000000004,151.26905,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,27.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,29,59,89,90,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,0,1,0,0.41,$150.00
9057,Paddington Hideaway - central  location to see syd,100%,t,1,1,t,-33.88978,151.23117,t,Townhouse,Entire home/apt,6,2.0,3.0,4.0,Real Bed,,,,126.0,53.0,6,0,2,60,2,2,60,60,2.0,60.0,0,21,48,313,66,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,2.31,$395.00
3774,EXCLUSIVE SYDNEY CITY HERITAGE APARTMENT,100%,t,1,1,t,-33.86424,151.20764,t,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,,,,8438.0,180.0,2,36,1,500,1,5,500,500,1.3,500.0,4,27,57,148,212,62,93.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,4.96,$81.00
1126,Large private room in Marrickville (share house),,f,2,2,t,-33.8997,151.16281999999998,f,House,Private room,2,1.5,1.0,1.0,Real Bed,,,,0.0,34.0,1,28,3,6,3,3,6,6,3.0,6.0,23,53,83,83,0,0,,,,,,,,f,t,f,flexible,f,f,2,0,2,0,,$89.00
3231,2 Bdroom Mdern Aprtment in a Great Lcation,100%,t,1,1,f,-33.87832,151.19872,f,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,,,133.0,29.0,2,13,1,1125,1,2,1125,1125,2.0,1125.0,12,28,56,80,96,63,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,4.92,$225.00
5081,Luxury Townhouse Erskineville - 2X Single,100%,t,2,2,f,-33.905429999999996,151.18761999999998,t,Townhouse,Private room,2,1.0,1.0,2.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,10,35,63,63,147,84,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,t,f,flexible,f,f,2,0,2,0,7.21,$71.00
9240,Brand new home close to shops and train station,100%,f,1,1,f,-33.788790000000006,151.08905,f,Villa,Private room,2,1.0,1.0,1.0,Real Bed,,,,246.0,33.0,1,16,1,90,1,1,90,90,1.0,90.0,26,56,86,86,19,0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,0.68,$61.00
2864,Pet friendly and cosy 4BR beach house,100%,f,1,1,f,-33.75349,151.28261,t,House,Entire home/apt,8,3.5,4.0,4.0,Real Bed,,,,,34.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,19,32,36,45,2,2,70.0,8.0,8.0,10.0,10.0,10.0,7.0,f,t,f,moderate,f,f,1,1,0,0,1.87,$350.00
1322,Sunny Beachside Semi,,f,1,1,t,-33.94112,151.25586,f,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,660.0,38.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.02,$265.00
1603,Studio 1 / 766,100%,f,2,2,f,-33.85394,150.93305,t,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,51.0,1,30,2,14,2,2,14,14,2.0,14.0,0,7,37,38,8,6,93.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,f,flexible,f,f,2,2,0,0,0.4,$99.00
8649,Private ensuite in modern North Shore apartment,100%,f,2,2,f,-33.76467,151.16186000000002,t,Apartment,Private room,4,1.5,1.0,2.0,Real Bed,,,,568.0,57.0,2,23,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,moderate,f,f,2,1,1,0,,$88.00
7157,2 Bedroom Apartmnt Heart Of CBD/2 minute to SUBWAY,100%,t,3,3,t,-33.87648,151.21101000000002,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,0.0,8.646362097999999,152.0,30.0,2,15,3,1124,3,10,1124,1124,3.3,1124.0,9,16,36,240,210,37,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,3,3,0,0,3.85,$197.00
4191,Manly - Queenscliff - Freshwater Beach Sanctuary,,f,1,1,f,-33.7824,151.28601,f,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,1,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.05,$350.00
9551,10mins away from city + great views,100%,f,3,3,f,-33.92154,151.14371,f,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,10,1,1,10,10,1.0,10.0,27,57,87,87,1,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,0,1,0,0.03,$65.00
4264,1 Bedroom of 2 Bedroom Apartment,100%,f,2,2,t,-33.87604,151.18389,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,55.37777778,,27.0,2,20,1,1125,1,2,1125,1125,1.3,1125.0,29,59,89,180,1,0,60.0,6.0,8.0,10.0,10.0,6.0,4.0,f,f,f,flexible,f,f,2,1,1,0,0.02,$150.00
4824,New York Style Apartment - close to CBD,,f,1,1,f,-33.89983,151.2058,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,40.0,2,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,10,4,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.37,$125.00
9191,Urban Inner City Hideaway + WIFI,,f,1,1,t,-33.88355,151.17672,t,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,0.0,,67.0,1,0,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,45,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.8,$150.00
4514,North Ryde 2 bedroom house Granny flat,,f,1,1,f,-33.79423,151.12265,t,Villa,Entire home/apt,5,1.0,2.0,3.0,Real Bed,,,,146.0,39.0,4,51,2,30,2,2,30,30,2.0,30.0,0,0,0,0,15,14,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.9,$99.00
3461,Cosy room close to Sydney's NYE action,,f,1,1,t,-33.87741,151.19628,t,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,,,,,16.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$160.00
1559,World Class Living in the Heart of Sydney's CBD,100%,f,2,2,f,-33.87707,151.20637,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,,,662.0,99.0,2,60,6,1125,6,6,1125,1125,6.0,1125.0,23,46,46,267,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.42,$151.00
6200,The Beach Breeze  Location! 2 min to cafes & beach,97%,f,54,54,t,-33.89048,151.28561000000002,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,227.0,73.0,1,0,2,1125,1,7,2,1125,2.2,498.4,27,57,83,309,20,20,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,52,52,0,0,1.91,$220.00
7770,Peninsula waterfront living in Majors Bay,100%,f,32,32,t,-33.839729999999996,151.10631999999998,t,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,,,,200.0,80.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,27,57,87,88,1,1,80.0,8.0,8.0,8.0,8.0,8.0,8.0,f,t,f,moderate,f,f,25,25,0,0,0.57,$150.00
3548,"Simple accomodation, close to city and everything!",100%,t,1,1,f,-33.87285,151.21993,t,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,,,,408.0,61.0,2,36,1,35,1,2,35,35,1.3,35.0,0,0,0,0,79,42,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.18,$98.00
2406,Charming house with lush Garden,40%,f,2,2,t,-33.88798,151.21446,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,167.0,25.0,4,10,2,1125,2,2,1125,1125,2.0,1125.0,20,39,69,302,24,6,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,1,1,0,0.42,$300.00
8365,Relaxing summer time near the Beach,,f,2,2,t,-33.9422,151.23488999999998,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,25.0,1,0,4,9,4,4,9,9,4.0,9.0,28,58,88,89,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$99.00
8243,"Magical ""Parkside"" Retreat",100%,f,1,1,t,-33.868790000000004,151.16937,t,House,Entire home/apt,7,2.0,3.0,5.0,Real Bed,,,,0.0,50.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,11,43,16,2,95.0,9.0,10.0,10.0,10.0,10.0,9.0,f,t,f,moderate,f,f,1,1,0,0,0.35,$300.00
1354,Bronte Beach Lifestyle Apartment,100%,f,1,1,f,-33.903220000000005,151.25998,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,14.28571429,,,33.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,3,1,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,f,moderate,f,f,1,1,0,0,0.05,$300.00
